id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports
6.590177536010742,-3.8121373653411865,-0.21617098152637482,0.6514841318130493,-6.419806480407715,0.3049381673336029,-3.7940592765808105,-2.883068084716797,-3.7472543716430664,7.310946941375732,0.036996982991695404,-7.3635029792785645,-0.3444766402244568,-11.470898628234863,3.7570695877075195,1.9351961612701416,9.788219451904297,8.84328556060791,-3.7946414947509766,-10.206437110900879,8.078545570373535,-0.9081114530563354,4.716989040374756,-8.208043098449707,9.48602294921875,-6.127758502960205,-3.8906731605529785,6.253736972808838,-12.365137100219727,-3.9889779090881348,7.69813871383667,-1.1627579927444458,10.458097457885742,-1.5126601457595825,11.15087890625,9.261877059936523,12.352259635925293,-2.6043686866760254,10.7506742477417,-10.58460521697998,0.0,0.0,0.0
-13.30179214477539,-10.951045036315918,9.93539047241211,14.328168869018555,11.283926963806152,-4.5056233406066895,-7.202383995056152,0.26880156993865967,10.748916625976562,1.025522232055664,8.466324806213379,1.2619602680206299,-5.945387363433838,-2.452618360519409,10.505799293518066,8.153210639953613,9.300436019897461,-12.060625076293945,-10.966026306152344,9.269524574279785,14.793371200561523,-2.5103535652160645,-5.015101909637451,-7.768253803253174,10.43290901184082,-1.1811327934265137,-11.034266471862793,12.038540840148926,3.1490273475646973,-15.393872261047363,13.975822448730469,7.964883804321289,10.581645011901855,2.1048288345336914,-8.704964637756348,-1.6579288244247437,8.572193145751953,-5.775385856628418,4.47042989730835,-10.297048568725586,0.0,0.0,0.0
-10.665093421936035,-8.8341646194458,8.88808536529541,12.677691459655762,10.49635124206543,-3.1303868293762207,-6.523909568786621,0.35747164487838745,9.152066230773926,-0.7016847133636475,7.341496467590332,0.5910171866416931,-5.198764324188232,-2.214345693588257,8.74008846282959,6.168632507324219,6.2747931480407715,-10.178654670715332,-9.17723560333252,7.93741512298584,11.434687614440918,-2.8762364387512207,-3.7562131881713867,-6.608786106109619,7.938158988952637,-1.116067886352539,-10.88972282409668,10.81210994720459,2.554605484008789,-12.862191200256348,11.02214527130127,5.396276473999023,8.831671714782715,1.1872237920761108,-8.071001052856445,-1.5532139539718628,8.021981239318848,-4.477771282196045,3.918496608734131,-8.849508285522461,0.0,0.0,0.0
-9.332966804504395,9.75493049621582,10.974664688110352,-6.558892726898193,7.761198997497559,7.2113752365112305,-0.17014899849891663,9.591564178466797,-2.180931568145752,-2.4170987606048584,-5.746161937713623,6.102381706237793,-4.1550140380859375,-10.440818786621094,6.328298091888428,8.281244277954102,-3.1422722339630127,7.407596111297607,-11.000507354736328,4.055065631866455,3.8770203590393066,3.190664052963257,8.536626815795898,4.957583904266357,-7.646185874938965,-2.514342784881592,6.826870918273926,-4.754694938659668,5.323379993438721,-1.6400671005249023,-6.6570725440979,7.878422737121582,7.353081703186035,-10.252718925476074,-2.2752010822296143,-3.7930781841278076,-10.48438549041748,-4.590972423553467,3.1486899852752686,-11.350754737854004,0.0,0.0,0.0
3.5539357662200928,9.801867485046387,5.032669544219971,-5.454689025878906,-10.509856224060059,8.171982765197754,-6.691079139709473,11.660432815551758,-13.216748237609863,4.9614739418029785,-4.929389476776123,-2.820283889770508,5.276616096496582,-2.7395005226135254,-9.745284080505371,-3.2430131435394287,3.117905378341675,-3.666478395462036,-9.543951988220215,5.658032417297363,8.46405029296875,-8.766989707946777,-7.994801044464111,-9.918354988098145,8.720948219299316,5.8937201499938965,4.2382893562316895,-9.585489273071289,-5.120123386383057,5.492144584655762,6.374932765960693,7.5448503494262695,2.4046671390533447,1.918872356414795,2.9509129524230957,2.2999045848846436,2.3067619800567627,2.336413621902466,-10.115543365478516,3.3333230018615723,0.0,0.0,0.0
-9.566084861755371,9.11665153503418,10.877028465270996,-5.694108009338379,7.379190444946289,7.425081253051758,-1.1864817142486572,9.674779891967773,-3.1400458812713623,-3.027822256088257,-5.776424884796143,6.172177314758301,-3.6296050548553467,-9.3660306930542,6.150691509246826,8.304871559143066,-2.3322689533233643,8.16270923614502,-11.206021308898926,3.8518381118774414,5.0350117683410645,3.647571563720703,8.632074356079102,3.6181507110595703,-7.511391639709473,-2.97800350189209,6.926858901977539,-4.853694438934326,4.134858131408691,-1.4071145057678223,-5.710841655731201,8.032964706420898,8.515880584716797,-9.277417182922363,-0.927914023399353,-2.4743974208831787,-9.152750968933105,-3.8180651664733887,2.270181179046631,-11.47981071472168,0.0,0.0,0.0
-7.937343120574951,9.430513381958008,10.162450790405273,-4.346433162689209,7.531147480010986,7.282188892364502,-1.1457823514938354,8.366288185119629,-2.5915515422821045,-3.648514986038208,-4.545744895935059,7.578017711639404,-4.37670373916626,-9.462657928466797,5.2887468338012695,8.03260612487793,-3.244253158569336,7.188230991363525,-11.493755340576172,4.719234466552734,4.228874683380127,3.8767669200897217,8.224106788635254,4.083491802215576,-6.593641757965088,-2.2437310218811035,6.965636253356934,-5.404780864715576,5.553442001342773,-1.4390196800231934,-4.731713771820068,7.912927150726318,7.9310526847839355,-10.196541786193848,-1.8696961402893066,-3.5216383934020996,-9.532238006591797,-3.9849965572357178,2.861734390258789,-10.789422988891602,0.0,0.0,0.0
7.595040321350098,-4.777072429656982,-0.791983425617218,0.9646055698394775,-8.855741500854492,0.4294802248477936,-5.74698543548584,-2.01228666305542,-4.060495853424072,8.29494857788086,0.5453016757965088,-8.841373443603516,-0.27949973940849304,-14.748022079467773,4.172546863555908,3.3796112537384033,12.045478820800781,13.119688034057617,-6.467715740203857,-10.967353820800781,8.99927043914795,-1.7639447450637817,4.988448619842529,-10.646004676818848,11.487201690673828,-8.975812911987305,-5.668281555175781,7.489294052124023,-16.084747314453125,-5.014268398284912,10.624077796936035,-2.06632399559021,12.716838836669922,-1.9937896728515625,14.805342674255371,12.29210376739502,16.665096282958984,-3.7561779022216797,13.357871055603027,-12.979846000671387,0.0,0.0,0.0
-2.038369655609131,-6.2847137451171875,12.121489524841309,-6.219056129455566,-9.468399047851562,-9.869526863098145,-9.739618301391602,0.2499619424343109,-5.386537075042725,-4.626919746398926,-7.673089027404785,-13.72370719909668,0.09586980938911438,4.284512042999268,16.409330368041992,4.297783374786377,3.4383909702301025,7.769510746002197,1.5937128067016602,-11.596379280090332,-5.759775161743164,-12.646773338317871,-9.385313987731934,-14.46672534942627,-8.68008804321289,-1.022810935974121,8.535462379455566,7.447017192840576,-4.779330730438232,9.863885879516602,3.1261799335479736,-7.863887786865234,-19.203983306884766,-0.08205089718103409,14.077658653259277,7.100769519805908,12.595603942871094,5.637565612792969,7.738753795623779,8.789734840393066,0.0,0.0,0.0
10.956536293029785,8.301517486572266,-7.579570293426514,-5.5862226486206055,9.759352684020996,-7.586877822875977,-9.911989212036133,10.154666900634766,5.287927150726318,-6.4118547439575195,3.9296557903289795,-11.611102104187012,1.5524688959121704,-3.394317388534546,-8.312166213989258,2.7135071754455566,-5.038963794708252,10.588650703430176,4.064859867095947,-4.925457954406738,5.46710205078125,3.3889338970184326,5.396390438079834,1.7111188173294067,8.5289306640625,5.158426761627197,-9.838532447814941,0.12041444331407547,-4.461453914642334,-9.587908744812012,-6.467311382293701,-7.170096397399902,3.7477054595947266,-7.518439769744873,12.953678131103516,-7.843414783477783,-1.029366135597229,-1.9685602188110352,-4.131553649902344,-9.148882865905762,0.0,0.0,0.0
